ProductID	Company	ProductName	IndexName	Currency	ParticipationRate	CapRate	FloorRate	TermYears	Status	CohortNo	CohortStartDate	CohortEndDate	IndexBaseValue	Date	Price	FXMonth	FXPair	FXRate	IndexNormalized	RawIndexReturn	ParticipatedReturn	CreditedReturn	ProductValue
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-16	"4,872.93"	2023-01-01	USD/THB	34.35	103.92	3.67%	2.93%	2.93%	102.93
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-17	"4,917.07"	2023-01-01	USD/THB	34.35	104.86	4.61%	3.68%	3.68%	103.68
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-18	"4,878.84"	2023-01-01	USD/THB	34.35	104.05	3.79%	3.03%	3.03%	103.03
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-19	"4,890.19"	2023-01-01	USD/THB	34.35	104.29	4.03%	3.23%	3.23%	103.23
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-20	"4,910.69"	2023-01-01	USD/THB	34.35	104.73	4.47%	3.58%	3.58%	103.58
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-23	"4,862.68"	2023-01-01	USD/THB	34.35	103.70	3.45%	2.76%	2.76%	102.76
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-24	"4,773.02"	2023-01-01	USD/THB	34.35	101.79	1.54%	1.23%	1.23%	101.23
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-25	"4,803.43"	2023-01-01	USD/THB	34.35	102.44	2.19%	1.75%	1.75%	101.75
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-26	"4,752.55"	2023-01-01	USD/THB	34.35	101.35	1.11%	0.88%	0.88%	100.88
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-27	"4,755.85"	2023-01-01	USD/THB	34.35	101.42	1.18%	0.94%	0.94%	100.94
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-30	"4,789.17"	2023-01-01	USD/THB	34.35	102.14	1.88%	1.51%	1.51%	101.51
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-01-31	"4,713.67"	2023-01-01	USD/THB	34.35	100.53	0.28%	0.22%	0.22%	100.22
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-01	"4,705.30"	2023-02-01	USD/THB	34.36	100.35	0.10%	0.08%	0.08%	100.08
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-02	"4,782.04"	2023-02-01	USD/THB	34.36	101.98	1.73%	1.39%	1.39%	101.39
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-03	"4,722.85"	2023-02-01	USD/THB	34.36	100.72	0.47%	0.38%	0.38%	100.38
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-06	"4,695.12"	2023-02-01	USD/THB	34.36	100.13	-0.12%	-0.09%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-07	"4,695.22"	2023-02-01	USD/THB	34.36	100.13	-0.11%	-0.09%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-08	"4,730.40"	2023-02-01	USD/THB	34.36	100.88	0.63%	0.51%	0.51%	100.51
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-09	"4,733.53"	2023-02-01	USD/THB	34.36	100.95	0.70%	0.56%	0.56%	100.56
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-10	"4,795.88"	2023-02-01	USD/THB	34.36	102.28	2.03%	1.62%	1.62%	101.62
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-13	"4,783.72"	2023-02-01	USD/THB	34.36	102.02	1.77%	1.41%	1.41%	101.41
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-14	"4,835.79"	2023-02-01	USD/THB	34.36	103.13	2.88%	2.30%	2.30%	102.30
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-15	"4,805.36"	2023-02-01	USD/THB	34.36	102.48	2.23%	1.78%	1.78%	101.78
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-16	"4,843.70"	2023-02-01	USD/THB	34.36	103.30	3.04%	2.44%	2.44%	102.44
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-17	"4,882.62"	2023-02-01	USD/THB	34.36	104.13	3.87%	3.10%	3.10%	103.10
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-20	"4,853.97"	2023-02-01	USD/THB	34.36	103.52	3.26%	2.61%	2.61%	102.61
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-21	"4,821.07"	2023-02-01	USD/THB	34.36	102.82	2.56%	2.05%	2.05%	102.05
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-22	"4,918.35"	2023-02-01	USD/THB	34.36	104.89	4.63%	3.71%	3.71%	103.71
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-23	"4,868.57"	2023-02-01	USD/THB	34.36	103.83	3.57%	2.86%	2.86%	102.86
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-24	"4,820.42"	2023-02-01	USD/THB	34.36	102.80	2.55%	2.04%	2.04%	102.04
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-27	"4,838.65"	2023-02-01	USD/THB	34.36	103.19	2.94%	2.35%	2.35%	102.35
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-02-28	"4,804.39"	2023-02-01	USD/THB	34.36	102.46	2.21%	1.77%	1.77%	101.77
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-01	"4,836.19"	2023-03-01	USD/THB	33.73	103.14	2.88%	2.31%	2.31%	102.31
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-02	"4,809.72"	2023-03-01	USD/THB	33.73	102.57	2.32%	1.86%	1.86%	101.86
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-03	"4,792.05"	2023-03-01	USD/THB	33.73	102.20	1.95%	1.56%	1.56%	101.56
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-06	"4,681.50"	2023-03-01	USD/THB	33.73	99.84	-0.41%	-0.32%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-07	"4,613.37"	2023-03-01	USD/THB	33.73	98.39	-1.86%	-1.48%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-08	"4,597.82"	2023-03-01	USD/THB	33.73	98.05	-2.19%	-1.75%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-09	"4,728.63"	2023-03-01	USD/THB	33.73	100.84	0.60%	0.48%	0.48%	100.48
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-10	"4,694.61"	2023-03-01	USD/THB	33.73	100.12	-0.13%	-0.10%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-13	"4,702.94"	2023-03-01	USD/THB	33.73	100.30	0.05%	0.04%	0.04%	100.04
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-14	"4,656.44"	2023-03-01	USD/THB	33.73	99.30	-0.94%	-0.75%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-15	"4,636.87"	2023-03-01	USD/THB	33.73	98.89	-1.36%	-1.08%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-16	"4,667.27"	2023-03-01	USD/THB	33.73	99.54	-0.71%	-0.57%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-17	"4,668.47"	2023-03-01	USD/THB	33.73	99.56	-0.68%	-0.55%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-20	"4,710.22"	2023-03-01	USD/THB	33.73	100.45	0.21%	0.16%	0.16%	100.16
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-21	"4,691.47"	2023-03-01	USD/THB	33.73	100.05	-0.19%	-0.16%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-22	"4,607.83"	2023-03-01	USD/THB	33.73	98.27	-1.97%	-1.58%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-23	"4,543.87"	2023-03-01	USD/THB	33.73	96.90	-3.33%	-2.67%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-24	"4,564.45"	2023-03-01	USD/THB	33.73	97.34	-2.90%	-2.32%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-27	"4,634.69"	2023-03-01	USD/THB	33.73	98.84	-1.40%	-1.12%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-28	"4,557.91"	2023-03-01	USD/THB	33.73	97.20	-3.04%	-2.43%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-29	"4,601.32"	2023-03-01	USD/THB	33.73	98.13	-2.11%	-1.69%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-30	"4,628.57"	2023-03-01	USD/THB	33.73	98.71	-1.53%	-1.23%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-03-31	"4,607.32"	2023-03-01	USD/THB	33.73	98.26	-1.98%	-1.59%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-03	"4,743.54"	2023-04-01	USD/THB	33.59	101.16	0.91%	0.73%	0.73%	100.73
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-04	"4,708.05"	2023-04-01	USD/THB	33.59	100.41	0.16%	0.13%	0.13%	100.13
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-05	"4,755.28"	2023-04-01	USD/THB	33.59	101.41	1.16%	0.93%	0.93%	100.93
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-06	"4,803.71"	2023-04-01	USD/THB	33.59	102.45	2.19%	1.76%	1.76%	101.76
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-07	"4,841.30"	2023-04-01	USD/THB	33.59	103.25	2.99%	2.39%	2.39%	102.39
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-10	"4,757.85"	2023-04-01	USD/THB	33.59	101.47	1.22%	0.97%	0.97%	100.97
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-11	"4,713.47"	2023-04-01	USD/THB	33.59	100.52	0.27%	0.22%	0.22%	100.22
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-12	"4,682.24"	2023-04-01	USD/THB	33.59	99.85	-0.39%	-0.31%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-13	"4,691.50"	2023-04-01	USD/THB	33.59	100.05	-0.19%	-0.15%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-14	"4,651.78"	2023-04-01	USD/THB	33.59	99.21	-1.04%	-0.83%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-17	"4,675.55"	2023-04-01	USD/THB	33.59	99.71	-0.53%	-0.43%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-18	"4,630.27"	2023-04-01	USD/THB	33.59	98.75	-1.50%	-1.20%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-19	"4,587.58"	2023-04-01	USD/THB	33.59	97.84	-2.40%	-1.92%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-20	"4,608.61"	2023-04-01	USD/THB	33.59	98.28	-1.96%	-1.57%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-21	"4,636.76"	2023-04-01	USD/THB	33.59	98.89	-1.36%	-1.09%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-24	"4,600.45"	2023-04-01	USD/THB	33.59	98.11	-2.13%	-1.70%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-25	"4,534.44"	2023-04-01	USD/THB	33.59	96.70	-3.53%	-2.83%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-26	"4,437.02"	2023-04-01	USD/THB	33.59	94.63	-5.61%	-4.49%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-27	"4,538.12"	2023-04-01	USD/THB	33.59	96.78	-3.46%	-2.76%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-04-28	"4,606.60"	2023-04-01	USD/THB	33.59	98.24	-2.00%	-1.60%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-01	"4,652.64"	2023-05-01	USD/THB	33.28	99.22	-1.02%	-0.82%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-02	"4,742.03"	2023-05-01	USD/THB	33.28	101.13	0.88%	0.71%	0.71%	100.71
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-03	"4,661.91"	2023-05-01	USD/THB	33.28	99.42	-0.82%	-0.66%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-04	"4,668.54"	2023-05-01	USD/THB	33.28	99.56	-0.68%	-0.55%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-05	"4,634.71"	2023-05-01	USD/THB	33.28	98.84	-1.40%	-1.12%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-08	"4,689.92"	2023-05-01	USD/THB	33.28	100.02	-0.23%	-0.18%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-09	"4,671.65"	2023-05-01	USD/THB	33.28	99.63	-0.62%	-0.49%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-10	"4,670.03"	2023-05-01	USD/THB	33.28	99.59	-0.65%	-0.52%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-11	"4,594.90"	2023-05-01	USD/THB	33.28	97.99	-2.25%	-1.80%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-12	"4,576.43"	2023-05-01	USD/THB	33.28	97.60	-2.64%	-2.11%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-15	"4,478.87"	2023-05-01	USD/THB	33.28	95.52	-4.72%	-3.77%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-16	"4,505.54"	2023-05-01	USD/THB	33.28	96.09	-4.15%	-3.32%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-17	"4,470.37"	2023-05-01	USD/THB	33.28	95.34	-4.90%	-3.92%	0.00%	100.00
AIA_SP500	AIA Thailand	AIA S&P 500 Linked	S&P 500	USD	80.00%	12.00%	0.00%	5	Active	1	2023-01-01	2028-01-01	"4,700.58"	2023-05-18	"4,433.14"	2023-05-01	USD/THB	33.28	94.54	-5.69%	-4.55%	0.00%	100.00
